w_wagon_type,w_train_number,w_train_type,w_wagon_number,ss_name,ss_lon,fs_name,fs_lon,f_ticket_cost,f_days_diff
Lux,7,Regular,4,Bokrijk,5.408383,Genk,5.497683,132.72,22
Sleeping,397,Regular,2,Leignon,5.10778,Leignon,5.10778,16.05,16
Standard,249,Intercity,4,Coxyde,2.652773,Furnes,2.66994,49.46000000000001,20
Standard,505,Suburban,17,Profondsart,4.545435,La Hulpe,4.49706,32.2,31
Standard,504,Peak,15,Ottignies,4.56936,Mont-Saint-Guibert,4.613883,13.95,25
Sleeping,497,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Chapelle,4.34787,6.9,28
Sleeping,496,Peak,2,Marloie,5.31389,Rixensart,4.53286,365.03999999999996,28
Standard,461,Suburban,11,Wolfstee,4.786148,Wolfstee,4.786148,13.870000000000001,29
Female,247,Suburban,7,Olen,4.9025,Kessel,4.61846,105.04,28
Standard,323,Intercity,14,Bruxelles-Nord,4.36085,De Pinte,3.650467,186.35999999999999,28
Female,136,Regular,5,Ville-Pommeroeul,3.724245,Tubize,4.20573,276.64000000000004,15
Standard,279,Intercity,2,Wijgmaal,4.701478,Haacht,4.613306,40.11,28
Sleeping,380,Regular,15,Wetteren,3.88188,Termonde,4.10143,85.16,24
Sleeping,84,Regular,13,Nieuwkerken-Waas,4.185904,Melsele,4.286767,42.31999999999999,24
Standard,505,Suburban,17,Profondsart,4.545435,Rixensart,4.53286,18.33,27
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Berlaar,4.638808,72.59,17
Lux,426,Regular,9,Limal,4.5753,Oud-Heverlee,4.65331,478.24,27
Lux,472,Peak,4,Wespelaar-Tildonk,4.638014,Haacht,4.613306,149.53,16
Lux,512,Peak,11,Assesse,5.022836,Assesse,5.022836,149.88,30
Lux,152,Intercity,8,Anvers-Berchem,4.432219,Melsele,4.286767,238.60000000000002,18
Standard,350,Regular,13,Jemappes,3.885583,Saint-Ghislain,3.820255,55.5,18
Standard,388,Regular,10,Assesse,5.022836,Jambes-Est,4.88026,62.76,21
Sleeping,35,Regular,9,Vertrijk,4.83552,Tirlemont,4.92581,91.17,23
Standard,252,Intercity,12,Bruxelles-Chapelle,4.34787,Schaerbeek,4.37864,25.87,20
Standard,230,Suburban,2,Anvers-Sud,4.390264,Anvers-Sud,4.390264,16.37,19
Sleeping,89,Regular,2,Diegem,4.442773,Veltem,4.63352,73.78999999999999,20
Standard,215,Intercity,20,Yvoir,4.87864,Yvoir,4.87864,24.560000000000002,19
Female,585,Peak,3,Poix-Saint-Hubert,5.292646,Libramont,5.37927,49.36,20
Standard,264,Suburban,20,Weerde,4.470935,Saint-Job,4.362758,78.50999999999999,27
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Court-Saint-Etienne,4.56582,14.46,15
Female,14,Regular,11,Glons,5.535429,Liers,5.566829,22.69,20
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Marloie,5.31389,16.14,19
Standard,461,Suburban,11,Wolfstee,4.786148,Wolfstee,4.786148,13.870000000000001,23
Female,39,Regular,20,Tronchiennes,3.655201,Aalter,3.447848,90.09,27
Sleeping,408,Regular,17,Poix-Saint-Hubert,5.292646,Grupont,5.280527,85.33,15
Standard,233,Intercity,6,Belsele,4.08861,Belsele,4.08861,13.84,28
Standard,383,Regular,8,Marloie,5.31389,Barvaux,5.50154,85.56,28
Lux,59,Intercity,18,Natoye,5.061162,Assesse,5.022836,265.23,17
Female,169,Suburban,20,Lillois,4.365369,Nivelles,4.335065,20.59,16
Standard,493,Peak,16,Maffle,3.800117,Ath,3.777428,6.3,28
Sleeping,28,Regular,12,Grammont,3.872326,Lierde,3.826561,21.01,29
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Herne,4.014578,44.74,21
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Boechout,4.494487,43.010000000000005,19
Standard,354,Regular,10,Herseaux,3.245961,Froyennes,3.354835,52.18000000000001,24
Standard,82,Intercity,20,Herent,4.67219,Louvain,4.715868,10.51,28
Standard,214,Regular,10,Wezemaal,4.747681,Wezemaal,4.747681,36.38,23
Female,490,Peak,18,Saint-Ghislain,3.820255,Antoing,3.45131,187.91000000000003,30
Female,265,Suburban,15,Huizingen,4.266485,Huizingen,4.266485,24.54,25
Standard,400,Regular,16,Virton,5.519122,Florenville,5.33112,53.61,20
Standard,229,Suburban,9,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,11.25,21
Female,27,Regular,19,Overpelt,5.422756,Overpelt,5.422756,28.83,31
Lux,149,Intercity,19,Gentbrugge,3.756326,Belsele,4.08861,665.91,27
Female,115,Suburban,14,Sint-Gillis,4.117831,Bruxelles-Congrès,4.362051,122.80999999999999,27
Standard,576,Regular,10,Kapelle-op-den-Bos,4.359118,Termonde,4.10143,78.52000000000001,31
Lux,293,Intercity,15,Charleroi-Central,4.43857,Marche-les-Dames,4.96458,1185.2099999999998,22
Sleeping,232,Regular,9,Wijgmaal,4.701478,Hambos,4.66301,36.17,28
Female,552,Peak,14,Alost Kerrebroek,4.024412,Vijfhuizen,3.98125,12.97,20
Lux,5,Regular,16,Zellik,4.274546,Asse,4.207988,242.92000000000002,23
Sleeping,550,Peak,3,Schendelbeke,3.899285,Appelterre,3.972107,42.64,24
Lux,189,Intercity,9,Courrière,4.996051,Genval,4.514834,1225.23,23
Standard,383,Regular,8,Marloie,5.31389,Marche-en-Famenne,5.34629,54.34,21
Standard,439,Peak,2,Bruxelles-Midi,4.33653,Bruxelles-Central,4.356804,123.34,19
Standard,448,Suburban,14,Waarschoot,3.61535,Waarschoot,3.61535,20.490000000000002,20
Standard,112,Suburban,9,Tollembeek,3.992826,Tollembeek,3.992826,12.309999999999999,21
Female,322,Suburban,3,Aiseau,4.58455,Farciennes,4.55265,25.48,15
Lux,483,Peak,7,Statte,5.21968,Sclaigneaux,5.026359,461.37,24
Standard,504,Peak,15,Ernage,4.66854,Chastre,4.648884,18.229999999999997,16
Standard,279,Intercity,2,Muizen,4.51384,Kwatrecht,3.829591,141.89000000000001,16
Standard,127,Suburban,8,Bruxelles-Congrès,4.362051,Bruxelles-Midi,4.33653,16.27,14
Sleeping,574,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,20.57,16
Sleeping,445,Peak,9,Bruges-Saint-Pierre,3.201796,Blankenberge,3.13386,33.8,18
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Villers-la-Ville,4.533348,33.53,23
Standard,63,Intercity,11,Vichte,3.391627,Courtrai,3.264548,27.47,24
Female,546,Peak,6,Munkzwalm,3.733242,Sint-Denijs-Boekel,3.6984,68.87,15
Sleeping,465,Peak,11,Neerwinden,5.03632,Erps-Kwerps,4.585,169.99,18
Female,560,Peak,4,Muizen,4.51384,Malines,4.482785,9.43,20
Standard,350,Regular,13,Jemappes,3.885583,Quaregnon,3.856541,30.839999999999996,17
Standard,297,Intercity,11,Nimy,3.956093,Jemeppe-sur-Sambre,4.66263,191.83,25
Sleeping,16,Regular,3,Haversin,5.194376,Haversin,5.194376,63.39,18
Female,560,Peak,4,Muizen,4.51384,Hever,4.537634,29.29,18
Standard,354,Regular,10,Herseaux,3.245961,Froyennes,3.354835,52.18000000000001,18
Lux,255,Intercity,19,Zele,4.042001,Mollem,4.216967,539.99,25
Sleeping,35,Regular,9,Tirlemont,4.92581,Neerwinden,5.03632,80.65,24
Standard,469,Peak,15,Bokrijk,5.408383,Bokrijk,5.408383,29.13,28
Sleeping,568,Peak,13,Bruxelles-Chapelle,4.34787,Bruxelles-Chapelle,4.34787,6.9,15
Female,9,Regular,14,Messancy,5.818919,Arlon,5.809972,33.66,17
Female,108,Suburban,14,Bruxelles-Schuman,4.380725,Bruxelles-Luxembourg,4.373676,20.17,22
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Lot,4.2737,109.24000000000001,25
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Boechout,4.494487,43.010000000000005,24
Sleeping,16,Regular,3,Leignon,5.10778,Chapois,5.12426,6.08,17
Female,203,Suburban,2,Bruxelles-Congrès,4.362051,Bruxelles-Congrès,4.362051,5.9,17
Lux,521,Peak,10,Namur,4.86222,Jambes,4.876143,37.3,23
Standard,443,Peak,14,Lissewege,3.19451,Lissewege,3.19451,26.34,14
Female,110,Suburban,6,Iddergem,4.068488,Iddergem,4.068488,14.389999999999999,25
Standard,389,Regular,20,Oudegem,4.064472,Gand-Saint-Pierre,3.710673,87.71,14
Standard,461,Suburban,11,Kessel,4.61846,Kessel,4.61846,18.229999999999997,22
Sleeping,16,Regular,3,Aye,5.301096,Haversin,5.194376,72.1,30
Female,33,Regular,2,Zolder,5.330274,Beringen,5.23589,58.56,24
Standard,453,Suburban,3,Bockstael,4.34851,Bruxelles-Nord,4.36085,12.260000000000002,28
Standard,60,Intercity,12,Zele,4.042001,Lokeren,3.987794,12.9,20
Standard,112,Suburban,9,Gammerages,3.965726,Tollembeek,3.992826,23.419999999999998,26
Standard,470,Peak,17,Kiewit,5.350226,Kiewit,5.350226,19.02,29
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Zaventem,4.46989,368.77000000000004,23
Standard,217,Intercity,17,Yvoir,4.87864,Saint-Denis-Bovesse,4.76779,89.65,21
Lux,512,Peak,11,Dave-Saint-Martin,4.884417,Assesse,5.022836,427.53000000000003,27
Standard,469,Peak,15,Bokrijk,5.408383,Kiewit,5.350226,11.43,21
Standard,225,Intercity,13,Melkouwen,4.671533,Anvers-Berchem,4.432219,60.769999999999996,18
Sleeping,394,Regular,15,Messancy,5.818919,Athus,5.828944,10.67,30
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Bruxelles-Luxembourg,4.373676,22.22,19
Standard,504,Peak,15,Chastre,4.648884,Chastre,4.648884,10.629999999999999,30
Standard,493,Peak,16,Maffle,3.800117,Ath,3.777428,6.3,22
Female,130,Suburban,17,Lillois,4.365369,Braine-l Alleud,4.37553,48.08,26
Standard,587,Regular,5,Melle,3.79709,Wetteren,3.88188,30.950000000000003,15
Female,130,Suburban,17,Lillois,4.365369,Braine-l Alleud,4.37553,48.08,20
Standard,405,Regular,9,Arlon,5.809972,Messancy,5.818919,22.44,25
Standard,505,Suburban,17,Etterbeek,4.389517,Etterbeek,4.389517,9.469999999999999,14
Standard,541,Peak,17,Ede,3.987525,Munkzwalm,3.733242,69.71000000000001,18
Standard,64,Intercity,15,Schaerbeek,4.37864,Haren-Sud,4.415358,51.25,22
Female,106,Suburban,2,Tollembeek,3.992826,Ruisbroek,4.29533,138.45999999999998,15
Standard,412,Regular,16,Rhisnes,4.80187,Lonzée,4.7201,49.50999999999999,22
Female,348,Suburban,6,Ronet,4.82842,Jemeppe-sur-Sambre,4.66263,89.47,18
Standard,384,Regular,19,Lissewege,3.19451,Lissewege,3.19451,26.34,24
Female,36,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,22.43,14
Female,106,Suburban,2,Herne,4.014578,Bruxelles-Congrès,4.362051,155.59999999999997,23
Female,467,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Chapelle,4.34787,7.53,27
Standard,493,Peak,16,Mévergnies-Attre,3.833919,Brugelette,3.852551,19.32,28
Standard,544,Suburban,2,Terhagen,3.896657,Bruxelles-Chapelle,4.34787,103.24000000000001,15
Lux,119,Intercity,16,Harelbeke,3.314007,Deinze,3.534435,689.1299999999999,23
Standard,217,Intercity,17,Namur,4.86222,Mont-Saint-Guibert,4.613883,93.74,15
Standard,354,Regular,10,Maubray,3.495523,Blaton,3.666308,66.32,26
Standard,214,Regular,10,Schulen,5.187405,Zichem,4.98736,76.67,22
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Melle,3.79709,43.599999999999994,25
Standard,337,Intercity,13,Nessonvaux,5.741577,Hansbeke,3.53621,524.8199999999999,24
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Malines-Nekkerspoel,4.489917,70.85000000000001,24
Lux,483,Peak,7,Sclaigneaux,5.026359,Namêche,4.997939,236.41000000000003,26
Standard,469,Peak,15,Kiewit,5.350226,Kiewit,5.350226,19.02,28
Sleeping,404,Regular,12,Libramont,5.37927,Bertrix,5.267189,43.49,29
Standard,601,Intercity,11,Antoing,3.45131,La Louvière-Sud,4.190611,225.62,30
Lux,5,Regular,16,Zellik,4.274546,Heizijde,4.156174,444.83000000000004,30
Standard,576,Regular,10,Oudegem,4.064472,Wetteren,3.88188,52.23,21
Sleeping,519,Peak,8,Graide,5.043044,Carlsbourg,5.092785,56.2,17
Female,522,Peak,17,Florenville,5.33112,Florenville,5.33112,140.2,16
Standard,201,Intercity,8,Bockstael,4.34851,Bruxelles-Central,4.356804,16.47,18
Standard,407,Regular,13,Arlon,5.809972,Viville,5.786525,5.37,17
Sleeping,591,Peak,6,Bruxelles-Nord,4.36085,Bruxelles-Midi,4.33653,33,24
Lux,365,Intercity,12,Dolhain-Gileppe,5.93649,Hansbeke,3.53621,4297.59,22
Standard,587,Regular,5,Merelbeke,3.76889,Merelbeke,3.76889,18.200000000000003,28
Lux,44,Regular,3,Courtrai,3.264548,Harelbeke,3.314007,99.44,17
Standard,323,Intercity,14,Bruxelles-Congrès,4.362051,Deinze,3.534435,211.10999999999996,31
Standard,225,Intercity,13,Anvers-Berchem,4.432219,Boechout,4.494487,13.28,31
Female,540,Peak,12,Mons,3.942542,Jemappes,3.885583,21.4,15
Lux,580,Peak,7,Courrière,4.996051,Leignon,5.10778,447.7,16
Standard,389,Regular,20,Oudegem,4.064472,Schellebelle,3.92137,42,31
Female,247,Suburban,7,Geel,4.988611,Lierre,4.560611,155.2,26
Standard,388,Regular,10,Natoye,5.061162,Naninne,4.929754,65.76,15
Sleeping,445,Peak,9,Bruges,3.21673,Bruges-Saint-Pierre,3.201796,9.58,28
Sleeping,519,Peak,8,Carlsbourg,5.092785,Paliseul,5.118351,78.76,17
Standard,551,Suburban,13,Grammont,3.872326,Lierde,3.826561,15.28,15
Female,414,Suburban,8,Limal,4.5753,Bierges-Walibi,4.59475,9.01,24
Standard,123,Intercity,13,Wervik,3.04698,Comines,2.999286,59.199999999999996,19
Standard,389,Regular,20,Oostkamp,3.25747,Bruges,3.21673,33.22,22
Standard,94,Intercity,11,Froyennes,3.354835,Harchies,3.698768,135.54000000000002,19
Standard,103,Intercity,8,Zaventem,4.46989,Tronchiennes,3.655201,200.99999999999994,23
Standard,256,Intercity,16,Mouscron,3.228449,Courtrai,3.264548,22.73,29
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Enghien,4.047359,90.03999999999999,19
Standard,556,Peak,15,De Pinte,3.650467,De Pinte,3.650467,37.650000000000006,17
Female,531,Suburban,8,Pont-à-Celles,4.355296,Gouy-lez-Piéton,4.325126,37.07,31
Female,36,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,22.43,25
Standard,101,Intercity,10,Oostkamp,3.25747,Bruxelles-Central,4.356804,237.85999999999996,20
Female,516,Peak,7,Libramont,5.37927,Bertrix,5.267189,47.45,24
Female,110,Suburban,6,Iddergem,4.068488,Okegem,4.054554,25.82,29
Standard,297,Intercity,11,Nimy,3.956093,Bracquegnies,4.126349,64.47999999999999,14
Female,545,Peak,20,Vichte,3.391627,Terhagen,3.896657,215.41000000000003,20
Lux,97,Regular,13,Willebroek,4.35602,Malines,4.482785,196.2,29
Female,221,Suburban,17,Anvers-Berchem,4.432219,Schelle,4.340261,55.59,28
Female,224,Suburban,20,Anvers-Luchtbal,4.425033,Kapellen,4.432662,57.19,19
Sleeping,394,Regular,15,Messancy,5.818919,Athus,5.828944,10.67,15
Female,53,Regular,20,Munkzwalm,3.733242,Munkzwalm,3.733242,36.54,15
Lux,32,Regular,5,Olen,4.9025,Geel,4.988611,343.22,15
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Bruxelles-Chapelle,4.34787,5.02,17
Sleeping,26,Regular,11,Lommel,5.312032,Mol,5.116333,41.26,21
Sleeping,561,Peak,2,Neerpelt,5.43717,Neerpelt,5.43717,26.43,18
Female,531,Suburban,8,Pont-à-Celles,4.355296,Pont-à-Celles,4.355296,24.009999999999998,30
Female,221,Suburban,17,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,16.87,23
Female,134,Regular,16,Eppegem,4.45749,Schaerbeek,4.37864,56.61,16
Standard,192,Intercity,6,Habay,5.632689,Forrières,5.276783,182.31,25
Lux,235,Intercity,2,Merchtem,4.222719,Buizingen,4.25856,745.0199999999999,27
Standard,379,Regular,10,Merelbeke,3.76889,Melle,3.79709,24.980000000000004,16
Female,203,Suburban,2,Welle,4.050617,Welle,4.050617,16.14,20
Sleeping,555,Peak,5,Ingelmunster,3.255416,Lichtervelde,3.127209,109.89,29
Standard,200,Intercity,2,Merchtem,4.222719,Merelbeke,3.76889,208.28,24
Standard,127,Suburban,8,Bruxelles-Congrès,4.362051,Bruxelles-Nord,4.36085,1.95,18
Sleeping,144,Regular,18,Bruxelles-Chapelle,4.34787,Kortenberg,4.5433,80.91,30
Sleeping,380,Regular,15,Oostkamp,3.25747,Tronchiennes,3.655201,133.61,31
Female,8,Regular,3,Gentbrugge,3.756326,Gentbrugge,3.756326,20.560000000000002,25
Lux,425,Regular,7,Lens,3.903226,Soignies,4.067518,539.87,30
Standard,58,Intercity,15,Forrières,5.276783,Poix-Saint-Hubert,5.292646,69.56,21
Female,518,Peak,15,Paliseul,5.118351,Beauraing,4.95684,201.15,21
Female,134,Regular,16,Anvers-Berchem,4.432219,Kontich-Lint,4.476358,52.54,20
Sleeping,396,Regular,16,Viville,5.786525,Arlon,5.809972,7.38,27
Standard,297,Intercity,11,Nimy,3.956093,Couillet,4.468512,151.76,14
Standard,421,Regular,3,Aalter,3.447848,Bruges,3.21673,62.419999999999995,22
Standard,440,Intercity,13,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,15
Standard,389,Regular,20,Oudegem,4.064472,Landegem,3.576856,109.94999999999999,27
Sleeping,114,Regular,7,Vichte,3.391627,Vichte,3.391627,68.48,30
Female,126,Suburban,20,Bruxelles-Congrès,4.362051,Anvers-Berchem,4.432219,158.18,26
Female,17,Regular,11,Chapois,5.12426,Poix-Saint-Hubert,5.292646,213.82,25
Standard,461,Suburban,11,Bouwel,4.746515,Nijlen,4.666589,27.13,20
Standard,541,Peak,17,Bruxelles-Central,4.356804,Sint-Denijs-Boekel,3.6984,166.73999999999998,15
Sleeping,394,Regular,15,Arlon,5.809972,Messancy,5.818919,30.85,30
Standard,56,Intercity,20,Nieuwkerken-Waas,4.185904,Saint-Nicolas,4.142963,7.6,23
Sleeping,116,Regular,18,Anzegem,3.495013,Anzegem,3.495013,62.83,21
Standard,595,Peak,14,Terhagen,3.896657,Haaltert,4.023957,35.28,23
Standard,297,Intercity,11,Tamines,4.608824,Ronet,4.82842,72.75999999999999,23
Standard,323,Intercity,14,Bruxelles-Nord,4.36085,Bruxelles-Midi,4.33653,148.70999999999998,30
Standard,551,Suburban,13,Grammont,3.872326,Lierde,3.826561,15.28,27
Standard,95,Intercity,14,Froyennes,3.354835,Froyennes,3.354835,44.2,30
Standard,279,Intercity,2,Wijgmaal,4.701478,Malines,4.482785,82.77,22
Standard,82,Intercity,20,Veltem,4.63352,Nossegem,4.50611,40.699999999999996,18
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Balegem-Zuid,3.80587,13.89,19
Standard,345,Suburban,11,Fleurus,4.543746,Jemeppe-sur-Sambre,4.66263,105.88999999999999,17
Standard,424,Regular,12,De Pinte,3.650467,Furnes,2.66994,204.20000000000002,25
Female,542,Suburban,13,Waarschoot,3.61535,Sleidinge,3.667527,41.94,16
Standard,448,Suburban,14,Waarschoot,3.61535,Sleidinge,3.667527,27.96,23
Lux,392,Regular,16,Duinbergen,3.263591,Heist,3.239182,23.78,15
Sleeping,582,Peak,14,Viville,5.786525,Ciney,5.091406,394.71,17
Standard,509,Peak,13,Yvoir,4.87864,Dinant,4.90818,17.07,21
Standard,379,Regular,10,Merelbeke,3.76889,Schoonaarde,4.011095,70.08000000000001,18
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Zaventem,4.46989,368.77000000000004,20
Female,308,Suburban,10,Rhisnes,4.80187,Hoeilaart,4.46741,187.87,24
Female,566,Suburban,10,Bouwel,4.746515,Nijlen,4.666589,40.7,18
Standard,181,Suburban,5,Bruxelles-Ouest,4.32104,Bruxelles-Midi,4.33653,4.66,28
Standard,143,Regular,17,Schaerbeek,4.37864,Mortsel-Deurnesteenweg,4.446515,96.66000000000001,30
Lux,318,Intercity,13,Bruges,3.21673,Bruxelles-Central,4.356804,2113.18,25
Standard,101,Intercity,10,Oostkamp,3.25747,Haren-Sud,4.415358,259.7,28
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,26
Lux,462,Peak,13,Kessel,4.61846,Kessel,4.61846,136.71,25
Sleeping,463,Peak,17,Melkouwen,4.671533,Begijnendijk,4.80034,65.31,19
Female,267,Suburban,10,Weerde,4.470935,Bordet,4.410024,63.09,26
Sleeping,555,Peak,5,Ingelmunster,3.255416,Courtrai,3.264548,31.59,27
Female,517,Peak,15,Paliseul,5.118351,Carlsbourg,5.092785,85.92,16
Lux,278,Intercity,18,Herent,4.67219,Schaerbeek,4.37864,593.98,31
Female,9,Regular,14,Messancy,5.818919,Arlon,5.809972,33.66,30
Standard,505,Suburban,17,Profondsart,4.545435,Hoeilaart,4.46741,36.49,23
Standard,201,Intercity,8,Bruxelles-Congrès,4.362051,Bruxelles-Central,4.356804,6.16,29
Female,545,Peak,20,Haaltert,4.023957,Dilbeek,4.24339,92.11,19
Standard,489,Peak,19,Bruxelles-Nord,4.36085,Bruxelles-Midi,4.33653,24.009999999999998,28
Standard,60,Intercity,12,Zele,4.042001,Lokeren,3.987794,12.9,14
Standard,215,Intercity,20,Yvoir,4.87864,Dinant,4.90818,17.07,15
Lux,227,Intercity,20,Anvers-Berchem,4.432219,Melkouwen,4.671533,458.15000000000003,29
Female,522,Peak,17,Florenville,5.33112,Virton,5.519122,80.41,23
Standard,249,Intercity,4,Gand-Saint-Pierre,3.710673,De Pinte,3.650467,14.96,27
Standard,509,Peak,13,Lustin,4.877468,Lustin,4.877468,27.330000000000002,19
Standard,266,Peak,11,Iddergem,4.068488,Appelterre,3.972107,34.19,31
Standard,556,Peak,15,De Pinte,3.650467,De Pinte,3.650467,37.650000000000006,14
Standard,276,Intercity,8,Neerwinden,5.03632,Tirlemont,4.92581,58.650000000000006,18
Lux,543,Peak,14,Burst,3.922418,Bruxelles-Nord,4.36085,823.2700000000001,26
Sleeping,463,Peak,17,Aarschot,4.82404,Begijnendijk,4.80034,14.52,15
Standard,416,Suburban,10,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,8.37,27
Female,309,Suburban,3,Bruxelles-Chapelle,4.34787,Watermael,4.399885,45.5,31
Standard,501,Peak,11,Leignon,5.10778,Leignon,5.10778,11.67,16
Standard,127,Suburban,8,Rhode-Saint-Genèse,4.362001,De Hoek,4.370713,15.010000000000002,26
Standard,254,Intercity,15,Belsele,4.08861,Belsele,4.08861,13.84,25
Standard,597,Peak,17,De Pinte,3.650467,Deinze,3.534435,60.02,30
Female,37,Regular,15,Tirlemont,4.92581,Vertrijk,4.83552,99.46000000000001,19
Female,267,Suburban,10,Haren,4.41998,Meiser,4.394424,35.68,16
Lux,97,Regular,13,Willebroek,4.35602,Malines,4.482785,196.2,27
Sleeping,463,Peak,17,Mortsel,4.448435,Begijnendijk,4.80034,121.11,16
Standard,250,Intercity,18,Kortenberg,4.5433,Schellebelle,3.92137,166.92000000000002,29
Standard,491,Suburban,13,Eke-Nazareth,3.627836,Zingem,3.646381,34.82,25
Female,525,Suburban,17,Renaix,3.60255,Audenarde,3.600388,41.14,23
Standard,599,Intercity,5,Marchienne-au-Pont,4.39422,Harchies,3.698768,202.70999999999995,17
Standard,551,Suburban,13,Grammont,3.872326,Lierde,3.826561,15.28,30
Sleeping,494,Peak,18,Acren,3.84709,Houraing,3.835174,33.599999999999994,30
Standard,38,Regular,4,Hemiksem,4.338294,Boom,4.360698,31.46,16
Female,130,Suburban,17,Lillois,4.365369,Nivelles,4.335065,20.59,20
Female,530,Peak,8,Bruxelles-Nord,4.36085,Bruxelles-Congrès,4.362051,15.02,18
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Hal,4.240633,96.1,30
Sleeping,358,Regular,2,Acren,3.84709,Maffle,3.800117,80.66000000000001,18
Female,322,Suburban,3,Farciennes,4.55265,Le Campinaire,4.542787,25.759999999999998,18
Standard,541,Peak,17,Bruxelles-Nord,4.36085,Welle,4.050617,83.50000000000001,24
Female,110,Suburban,6,Iddergem,4.068488,Denderleeuw,4.07183,5.85,15
Standard,470,Peak,17,Kiewit,5.350226,Hasselt,5.327631,7.59,25
Standard,81,Intercity,19,Aarsele,3.41836,Aarsele,3.41836,39.28,22
Standard,412,Regular,16,Rhisnes,4.80187,Beuzet,4.748531,41.09,25
Standard,599,Intercity,5,Marchienne-au-Pont,4.39422,Marchienne-au-Pont,4.39422,29.490000000000002,27
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Watermael,4.399885,30.330000000000002,25
Female,224,Suburban,20,Anvers-Luchtbal,4.425033,Kapellen,4.432662,57.19,26
Standard,291,Intercity,9,Nimy,3.956093,Ronet,4.82842,241.7,18
Standard,229,Suburban,9,Melsele,4.286767,Melsele,4.286767,10.58,18
Standard,453,Suburban,3,Sint-Gillis,4.117831,Zellik,4.274546,67.63000000000001,26
Standard,258,Intercity,13,Froyennes,3.354835,Froyennes,3.354835,44.2,17
Female,488,Peak,7,Herseaux,3.245961,Mouscron,3.228449,11.97,28
Standard,103,Intercity,8,Kiewit,5.350226,Beernem,3.32989,482.45999999999987,25
Standard,338,Intercity,10,Balen,5.164985,Beverlo,5.234375,47.349999999999994,24
Sleeping,445,Peak,9,Bruges-Saint-Pierre,3.201796,Blankenberge,3.13386,33.8,25
Standard,184,Intercity,17,Haversin,5.194376,Genval,4.514834,248.12999999999994,16
Standard,510,Peak,19,Halanzy,5.741347,Virton,5.519122,43.04,19
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Melle,3.79709,188.24,24
Standard,112,Suburban,9,Viane-Moerbeke,3.91734,Grammont,3.872326,11.21,23
Standard,60,Intercity,12,Zele,4.042001,Lokeren,3.987794,12.9,17
Lux,119,Intercity,16,Waregem,3.42551,Waregem,3.42551,419.49,17
Female,560,Peak,4,Wespelaar-Tildonk,4.638014,Wijgmaal,4.701478,47.3,26
Female,585,Peak,3,Marloie,5.31389,Rochefort-Jemelle,5.266697,24.21,31
Standard,456,Peak,3,Schulen,5.187405,Langdorp,4.86354,105.08,21
Sleeping,411,Regular,3,Leignon,5.10778,Aye,5.301096,88.15,21
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Aarschot,4.82404,150.45,24
Standard,556,Peak,15,De Pinte,3.650467,De Pinte,3.650467,37.650000000000006,24
Standard,391,Regular,4,Bertrix,5.267189,Libramont,5.37927,31.63,20
Sleeping,11,Regular,12,Couvin,4.4917,Mariembourg,4.52569,18.03,14
Standard,417,Suburban,4,Forest-Midi,4.309167,Ruisbroek,4.29533,5.37,23
Female,33,Regular,2,Zonhoven,5.348813,Zolder,5.330274,54.31,28
Sleeping,358,Regular,2,Brugelette,3.852551,Brugelette,3.852551,14.35,24
Standard,422,Regular,12,Bruges-Saint-Pierre,3.201796,Kwatrecht,3.829591,163.93,19
Standard,268,Intercity,12,Bruxelles-Schuman,4.380725,Arcades,4.39854,22.58,28
Female,522,Peak,17,Libramont,5.37927,Bertrix,5.267189,47.45,21
Standard,264,Suburban,20,Weerde,4.470935,Meiser,4.394424,49.84,29
